593,"Smoke, Smoke, Smoke (That Cigarette)"
594,"So In Love"
594,"So Long, Farewell"
595,"So Long It's Been Good To Know Yuh (Dusty Old Dust)"
596,"Soft Shoe Song (The Dance My Darlin' Used To Do)"
596,"Softly As In A Morning Sunrise"
597,"Soft Lights And Sweet Music"
597,"Solitude"
598,"Some Enchanted Evening"
598,"Somebody Else Is Taking My Place"
599,"Somebody Stole My Gal"
599,"Someday My Prince Will Come"
600,"Someone Like You"
600,"Someone Saved My Life Tonight"
602,"Somewhere In Your Heart"
602,"Somewhere Out There"
603,"Song Is Ended, The (But The Melody Lingers On)"
604,"Song Is You, The"
604,"Song Of The Islands"
604,"Song Of The Jet (Samba Do Aviao) (Avion)"
605,"Sonny Boy"
606,"Soon It's Gonna Rain"
606,"Sophisticated Lady"
607,"Spaghetti Rag"
608,"Sound Of Music, The"
608,"South Of The Border (Down Mexico Way)"
609,"Speak Low"
610,"Spiders And Snakes"
610,"Splish Splash"
611,"Stand By Me"
612,"Star Spangled Banner, The"
613,"Star Trek—The Next Generation"
613,"Stor Trek, Theme from"
614,"Starting Over, (Just Like)"
615,"Stay"
616,"Stay With Me"
617,"Stay As Sweet As You Are"
617,"Steel Guitar Rag"
618,"Stayin' Alive"
619,"Stella By Starlight"
619,"Story Of My Father I"
620,"Stouthearted Men"
620,"Strange Fruit"
621,"Strange Music"
621,"String Of Pearls, A"
622,"Strawberry Fields Forever"
622,"Stroll, The"
623,"Stuck On You"
624,"Suddenly It's Spring"
624,"Suddenly There's A Valley"
625,"Sunday, Monday Or Always"
625,"Sunflower"
625,"Sunny Side Up"
626,"Sunshine On My Shoulders"
626,"Susie-Q"
627,"Surfin' U.S.A"
627,"Suspicion"
628,"Surrey With The Fringe On Top, The"
628,"Swedish Rhapsody"
629,"Sweet And Lovely"
629,"Sweet Someone"
630,"Sweet Dreams (Are Made Of This)"
630,"Sweet Home Alabama"
631,"Sweet Sue — Just You"
632,"Sweetest Sounds, The"
632,"Swinging On A Star"
633,"Tell Me On A Sunday"
634,"Southern Cross"
635,"Thing, The"
636,"Tailgate Ramble, The"
636,"Take A Letter, Maria"
637,"Take Me Home, Country Roads"
638,"Take My Breath Away (Love Theme from Top Gun)"
639,"Takes Two To Tango"
639,"Tangerine"
640,"Teach Me Tonight"
640,"Torentella"
641,"Tears On My Pillow"
641,"Thank You Girl"
642,"Tears In Heaven"
643,"Tell It Like It Is"
644,"Teddy Bear, (Let Me Be Your)"
644,"Teenager In Love, A"
645,"Terms Of Endearment, Theme from"
646,"Ten Cents A Dance"
646,"Thank God, I'm A Country Boy"
647,"Thank Heaven For Little Girls"
648,"That Old Gang Of Mine"
648,"That's Amore (That's Love)"
649,"That's Entertainment"
650,"Thanks For The Memory"
650,"That's Life"
651,"That's My Weakness Now"
652,"That Old Black Magic"
653,"Them There Eyes"
653,"Then I'll Be Happy, (1 Wanna Go Where You Go — Do What You Do)"
654,"There Goes My Baby"
654,"There's A Rainbow 'Round My Shoulder"
655,"There's A Small Hotel"
656,"There's No Business Like Show Business"
657,"These Boots Are Made For Walkin'"
657,"They Call The Wind Maria"
658,"These Foolish Things (Remind Me Of You)"
658,"They Didn't Believe Me"
659,"They Say It's Wonderful"
660,"They're Playing My Song"
661,"Think Summer"
662,"This Girl ls A Woman Now"
663,"Thirty Days Hath September"
663,"This Can't Be Love"
664,"Third Man Theme, The"
664,"This Is All I Ask (Beautiful Girls Walk A Little Slower)"
665,"This Land Is Your Land"
666,"This Magic Moment"
666,"This Nearly Was Mine"
667,"Those Were The Days"
668,"This Will Be (An Everlasting Love)"
669,"Thou Swell"
669,"Three Coins In The Fountain"
670,"Three Little Fishies (Itty Bitty Poo)"
670,"Thrill Is Gone, The"
671,"Till Waltz Again With You"
671,"Till We Meet Again"
672,"Ticket To Ride"
672,"Tiger Rag (Hold That Tiger)"
673,"Till"
674,"Romeo And Juliet (Love Theme from) (A Time For Us)"
674,"Time And Tide"
674,"Time For Us, A (Love Theme from Romeo And Juliet )"
675,"To Love Somebody"
676,"This Diamond Ring"
676,"Time Passages"
677,"Tiny Bubbles"
678,"To Be With You"
679,"Together Forever"
680,"Till The End Of Time"
680,"Till We Two Are One"
681,"To Each His Own"
681,"To Love Again"
682,"Together Wherever We Go"
682,"Too Fat Polka (She's Too Fat For Me)"
683,"Touch Of Your Lips, The"
684,"Tobacco Road"
684,"Together"
685,"Tom Dooley"
685,"Too Much"
686,"Tonight You Belong To Me"
686,"Top Hat, White Tie And Tails"
687,"Top Gun Anthem"
687,"True Love"
688,"Touch Of Your Hand, The"
688,"Try To Remember"
689,"Turn Me Loose"
689,"Turn! Turn! Turn! (To Everything There Is A Season)"
690,"Tuxedo Junction"
690,"Twilight Time"
691,"Two Sleepy People"
692,"Two Cigarettes In The Dark"
692,"Two Out Of Three Ain't Bad"
694,"Two Different Worlds"
694,"Under A Southern Sky"
694,"Unforgettable"
696,"Unexpected Song"
696,"Unicorn, The"
697,"Until It's Time For You To Go"
698,"Up Where We Belong"
698,"Vision Of Love"
700,"Varsity Drag, The"
700,"Very Thought Of You, The"
701,"Tweedle Dee"
702,"Wagon Wheels"
702,"Wah Watusi"
703,"Wait Till You See Her"
703,"Walk In The Black Forest, A (I Wolk With You)"
704,"Wake Up Little Susie"
704,"Walk On The Wild Side"
705,"Walking The Floor Over You"
706,"Walkin' My Baby Back Home"
706,"Waltz For Debby"
707,"Watch What Happens"
708,"Watusi, The"
709,"Wayward Wind, The"
709,"'Way Down Yonder in New Orleans"
710,"Way You Look Tonight, The"
710,"We Can Work It Out"
711,"We Kiss In A Shadow"
712,"Wedding March (Bridal Chorus from Lohengrin)"
712,"Wedding March (from Midsummer Night's Dream)"
713,"We Shall Overcome"
713,"What Am I Living For"
714,"What Kind Of Fool Am I?"
714,"What Now My Love"
715,"What'd I Say"
716,"What'll I Do?"
716,"What's The Reason (I'm Not Pleasin' You)"
717,"Wheel Of Fortune"
717,"When I Fall In Love"
718,"When I See An Elephant Fly"
719,"When I Toke My Sugar To Tea"
719,"When I'm Not Near The Girl I Love"
720,"When Irish Eyes Are Smiling"
720,"When My Baby Smiles At Me I"
720,"When You Wish Upon A Star"
721,"When The World Was Young"
722,"When You Wore A Tulip (And I Wore A Big Red Rose)"
722,"Where Do I Begin (Love Theme from Love Story)"
723,"Where Did Robinson Crusoe Go With Friday On Saturday Night?"
723,"Where Is Love?"
724,"Where Or When"
724,"Where The Blue Of The Night (Meets The Gold Of The Day)"
725,"Where The Boys Are"
725,"Whistle While You Work"
726,"White Cliffs Of Dover, The (There'll Be Blue Birds Over)"
726,"Whiter Shade Of Pale, A"
727,"Who Can I Turn To (When Nobody Needs Me)"
728,"Whole New World, A (Aladdin's Theme from Aladdin)"
730,"Who's Afraid Of The Big Bad Wolf?"
731,"Who Wants To Be A Millionaire?"
731,"Why"
732,"Who?"
732,"Why Do I Love You?"
732,"Wichita Lineman"
733,"Willie And The Hand Jive"
734,"Willow Weep For Me"
735,"Winds Of War (Love Theme from)"
735,"Wings"
735,"Wish Me A Rainbow"
736,"Wish You Were Here"
736,"Wishing Well"
737,"With A Hey And A Hi And A Ho Ho Ho"
738,"With A Little Bit Of Luck"
739,"With A Smile And A Song"
739,"With A Song In My Heart"
740,"With My Eyes Wide Open, I'm Dreaming"
740,"With These Hands"
741,"With One Look"
742,"Wives And Lovers (Hey, Little Girl)"
742,"Woman, Woman"
743,"Wonderful Day Like Today, A"
744,"Woman In Love"
745,"Wonderful Guy, A"
745,"World Is Waiting For The Sunrise, The"
746,"Wooden Heart"
746,"Words"
747,"Wouldn't It Be Loverly"
747,"Wrap Your Troubles In Dreams (And"
748,"Wrapped Around Your Finger"
749,"(Wreck Of The, The) ""John B"" (a.k.a. Sloop John B)"
749,"Wunderbar"
750,"Yakety Yak"
750,"Yardbird Suite"
751,"Yearning"
751,"Yes! We Have No Bananas"
752,"Yes Sir, That's My Baby"
752,"Yesterday, When I Was Young (Hier Encore)"
753,"Yesterdays"
754,"You And I"
754,"You Better Go Now"
755,"You Are Beautiful"
755,"You Brought A New Kind Of Love To Me"
756,"You Are Too Beautiful"
756,"You Came A Long Way From St. Louis"
757,"You Can't Be True Dear"
758,"You Didn't Have To Be So Nice"
758,"You Don't Know Me"
759,"You Oughta Be In Pictures"
760,"You Need Hands"
760,"You Needed Me"
761,"You Took Advantage Of Me"
762,"You Won't See Me"
763,"You'd Be So Nice To Come Home To"
763,"You're Driving Me Crazy! (What Did I Do?)"
764,"You Turned The Tables On Me"
764,"You'd Be Surprised"
765,"You'll Never Walk Alone"
766,"You're Just In Love, (I Wonder Why?)"
767,"You Gotta Pay The Band"
768,"You're My Everything"
769,"Young And Foolish"
770,"You're The Cream In My Coffee"
770,"Young Blood"
771,"Younger Than Springtime"
