I Can't Help Myself (Sugar Pie,Honey Bunch),302, Hits of the 1960s
I Hear a Symphony,310,Hits of the 1960s
I Heard It through the - Grapevine,312,Hits of the 1960s
I Keep Going Back to Joe’s,314,Hits of the 1960s
I Know a Place,314,Hits of the 1960s
I Love How You Love Me,316,Hits of the 1960s
I Saw Her Standing There,320,Hits of the 1960s
I Say a Little Prayer,322,Hits of the 1960s
I Want to Be Wanted,324,Hits of the 1960s
I Want to Hold Your Hand,328,Hits of the 1960s
I Will Follow Him,326,Hits of the 1960s
I'll Never Fall In Love Again,338,Hits of the 1960s
I’m a Believer,339,Hits of the 1960s
I’m a Woman,340,Hits of the 1960s
I'm Henry VIII,I Am,346, Hits of the 1960s
I'm Sorry,348,Hits of the 1960s
If I Were a Carpenter,357,Hits of the 1960s
If You Go Away,359,Hits of the 1960s
Iko Iko,360,Hits of the 1960s
Impossible,362,Hits of the 1960s
In My Life,366,Hits of the 1960s
In the Ghetto,365,Hits of the 1960s
Is That All There Is,370,Hits of the 1960s
It’s a Beautiful Day for a Ball Game,377,Hits of the 1960s
It’s My Party,386,Hits of the 1960s
It's Not Unusual,385,Hits of the 1960s
It’s the Same Old Song,388,Hits of the 1960s
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,391,Hits of the 1960s
Jackson,394,Hits of the 1960s
Johnny Angel,398,Hits of the 1960s
Just One Look,410,Hits of the 1960s
King of the Road,405,Hits of the 1960s
Lady Madonna,414,Hits of the 1960s
Last Train to Clarksville,415,Hits of the 1960s
The Last Waltz,413,Hits of the 1960s
Leader of the Laundromat,424,Hits of the 1960s
Leader of the Pack,419,Hits of the 1960s
Lemon Tree,422,Hits of the 1960s
Let It Be Me,425,Hits of the 1960s
Let's Twist Again,429,Hits of the 1960s
Little Boat,434,Hits of the 1960s
Little Egypt,436,Hits of the 1960s
The Little Old Lady (From Pasadena),437,Hits of the 1960s
The Loco-Motion,440,Hits of the 1960s
Lollipops and Roses,439,Hits of the 1960s
The Look of Love,446,Hits of the 1960s
L-O-V-E,448,Hits of the 1960s
Love Is Blue,449,Hits of the 1960s
Love Me Do,457,Hits of the 1960s
Love Potion Number 9,451,Hits of the 1960s
A Lover's Concerto,454,Hits of the 1960s
Lucy in the Sky with Diamonds,461,Hits of the 1960s
Mah-Na Mah-Na,463,Hits of the 1960s
Make Your Own Kind of Music,467,Hits of the 1960s
Mary in the Morning,474,Hits of the 1960s
Meditation,478,Hits of the 1960s
Michelle,483,Hits of the 1960s
Midnight Cowboy,484,Hits of the 1960s
Midnight Special,486,Hits of the 1960s
Misty Blue,494,Hits of the 1960s
Misty Roses,494,Hits of the 1960s
Monday,Monday,496, Hits of the 1960s
Mountain of Love,498,Hits of the 1960s
Music to Watch Girls By,499,Hits of the 1960s
My Boyfriend’s Back,503,Hits of the 1960s
My Coloring Book,504,Hits of the 1960s
My Girl,505,Hits of the 1960s
My Guy,509,Hits of the 1960s
My Life Is an Open Book,512,Hits of the 1960s
My Love,514,Hits of the 1960s
My Love,Forgive Me,515, Hits of the 1960s
The Name Game,520,Hits of the 1960s
(You Make Me Feel Like) A Natural Woman,523,Hits of the 1960s
Never on Sunday,525,Hits of the 1960s
Norwegian Wood,532,Hits of the 1960s
On Broadway,539,Hits of the 1960s
Once upon a Summertime,544,Hits of the 1960s
One Fine Day,543,Hits of the 1960s
One Less Bell to Answer,545,Hits of the 1960s
One Note Samba,547,Hits of the 1960s
One of Those Songs,550,Hits of the 1960s
One Paddle,Two Paddle,548, Hits of the 1960s
Our Day Will Come,550,Hits of the 1960s
Our Everlasting Love,553,Hits of the 1960s
PS. I Love You,576,Hits of the 1960s
Paper Maché,556,Hits of the 1960s
Pass Me By,557,Hits of the 1960s
Penny Lane,558,Hits of the 1960s
Please Mr. Postman,568,Hits of the 1960s
Poor Side of Town,572,Hits of the 1960s
Quiet Nights of Quiet Stars,578,Hits of the 1960s
A Rainy Night in Georgia,582,Hits of the 1960s
Ramblin’ Rose,580,Hits of the 1960s
Red,Red Wine,584, Hits of the 1960s
Rock Me Baby,592,Hits of the 1960s
Roses Are Red (My Love),600,Hits of the 1960s
San Francisco (Be Sure to Wear Some Flowers in Your Hair),607,Hits of the 1960s
Scotch and Soda,614,Hits of the 1960s
See You in September,620,Hits of the 1960s
Share Your Love with Me,623,Hits of the 1960s
She Cried,624,Hits of the 1960s
She Loves You,624,Hits of the 1960s
Sherry,629,Hits of the 1960s
Shop Around,632,Hits of the 1960s
Silver Threads and Golden Needles,633,Hits of the 1960s
Solitary Man .,650,Hits of the 1960s
Someday We'll Be Together,654,Hits of the 1960s
Somethin’ Stupid,655,Hits of the 1960s
Something,656,Hits of the 1960s
Somewhere,My Love,660, Hits of the 1960s
Son-of-a-Preacher Man,659,Hits of the 1960s
(You're My) Soul and Inspiration,664,Hits of the 1960s
Spanish Eyes,668,Hits of the 1960s
Spinning Wheel,667,Hits of the 1960s
Stop! In the Name of Love,676,Hits of the 1960s
Stranger on the Shore,677,Hits of the 1960s
Strangers in the Night,681,Hits of the 1960s
The Stripper,682,Hits of the 1960s
Sugar Shack,684,Hits of the 1960s
Sugar,Sugar,683, Hits of the 1960s
Sukiyaki,684,Hits of the 1960s
Summer Samba (So Nice),688,Hits of the 1960s
Surtin’ Bird,694,Hits of the 1960s
Suspicious Minds,696,Hits of the 1960s
Sweet Caroline,700,Hits of the 1960s
Sweet Talkin’ Guy,704,Hits of the 1960s
A Swingin’ Safari,706,Hits of the 1960s
Take Five,703,Hits of the 1960s
Take Good Care of Her,707,Hits of the 1960s
Take Good Care of My Baby,708,Hits of the 1960s
A Taste of Honey,714,Hits of the 1960s
There’s a Kind of Hush (All Over the World),732,Hits of the 1960s
There’s a Place,726,Hits of the 1960s
This Guy’s In Love with You,727,Hits of the 1960s
This Is My Song,731,Hits of the 1960s
Thoroughly Modern Millie,734,Hits of the 1960s
Tie Me Kangaroo Down Sport,741,Hits of the 1960s
To Sir,with Love,748, Hits of the 1960s
Trains and Boats and Planes,756,Hits of the 1960s
The Twist,762,Hits of the 1960s
Twist and Shout,761,Hits of the 1960s
Unchained Melody,768,Hits of the 1960s
Under the Boardwalk,770,Hits of the 1960s
Up on the Roof,769,Hits of the 1960s
Up,Up and Away,770, Hits of the 1960s
Walk On By,778,Hits of the 1960s
Walking in the Sunshine,779,Hits of the 1960s
Wave,781,Hits of the 1960s
The Way You Do the Things You Do,784,Hits of the 1960s
Wedding Bell Blues,790,Hits of the 1960s
Welcome to My World,787,Hits of the 1960s
What a Wonderful World,791,Hits of the 1960s
What the World Needs Now Is Love .,797,Hits of the 1960s
When I'm Sixty-Four,801,Hits of the 1960s
Where Did Our Love Go,804,Hits of the 1960s
Where Have All the Flowers Gone?,807,Hits of the 1960s
While My Guitar Gently Weeps,808,Hits of the 1960s
Who Needs You?,811,Hits of the 1960s
Who Put the Bomp (In the Bomp Ba Bomp Ba Bomp),812,Hits of the 1960s
Wild Thing,816,Hits of the 1960s
Will You Love Me Tomorrow (Will You Still Love Me Tomorrow),816,Hits of the 1960s
With a Little Help from My Friends,820,Hits of the 1960s
The Wonder of You,823,Hits of the 1960s
Wooly Bully,828,Hits of the 1960s
Words of Love,830,Hits of the 1960s
Working My Way back to You,831,Hits of the 1960s
Yakety Sax,832,Hits of the 1960s
Yellow Days,834,Hits of the 1960s
Yellow Submarine,834,Hits of the 1960s
Yesterday,836,Hits of the 1960s
You Can’t Hurry Love ‘,842,Hits of the 1960s
You Don’t Own Me,848,Hits of the 1960s
You Keep Me Hangin’ On,846,Hits of the 1960s
You've Lost That Lovin’ Feelin’,854,Hits of the 1960s
You've Made Me So Very Happy,856,Hits of the 1960s
You've Really Got a Hold on Me,857,Hits of the 1960s
ABC,28,Hits of the 1970s
After the Love Has Gone,24,Hits of the 1970s
Ain’t No Mountain High Enough,26,Hits of the 1970s
The Air That I Breathe,31,Hits of the 1970s
Alone Again (Naturally),42,Hits of the 1970s
Always On My Mind,46,Hits of the 1970s
American Pie,46,Hits of the 1970s
And I Love You So,48,Hits of the 1970s
(Hey,Won't You Play) Another Somebody Done Somebody Wrong Song,277, Hits of the 1970s
Anticipation,53,Hits of the 1970s
Attitude Dancing,60,Hits of the 1970s
Baby Come Back,64,Hits of the 1970s
Baby Don’t Get Hooked on Me,66,Hits of the 1970s
Baby,I’m-a Want You,68, Hits of the 1970s
Bad Case of Loving You,72,Hits of the 1970s
Band on the Run,74,Hits of the 1970s
Bandstand Boogie,76,Hits of the 1970s
Bell Bottom Blues,81,Hits of the 1970s
Ben,82,Hits of the 1970s
Bennie and the Jets,84,Hits of the 1970s
Black and White,92,Hits of the 1970s
Bless the Beasts and Children,93,Hits of the 1970s
Bohemian Rhapsody,98,Hits of the 1970s
Boogie Woogie Bugle Boy,100,Hits of the 1970s
Brand New Key,104,Hits of the 1970s
Can't Smile without You,122,Hits of the 1970s
Candle in the Wind,120,Hits of the 1970s
Candle on the Water,121,Hits of the 1970s
The Candy Man,123,Hits of the 1970s
Clair,137,Hits of the 1970s
(They Long to Be) Close to You,140,Hits of the 1970s
Copacabana (At the Copa),148,Hits of the 1970s
Could It Be Magic,152,Hits of the 1970s
Cracklin’ Rosie,149,Hits of the 1970s
Crocodile Rock,153,Hits of the 1970s
Daniel,162,Hits of the 1970s
December 1963 (Oh,What a Night),167, Hits of the 1970s
Desirée,170,Hits of the 1970s
Do You Know Where You’re Going To?,176,Hits of the 1970s
Don’t Go Breaking My Heart,181,Hits of the 1970s
Don’t Let the Sun Go Down on Me,186,Hits of the 1970s
Dreams,192,Hits of the 1970s
Dust in the Wind,193,Hits of the 1970s
Early in the Morning,200,Hits of the 1970s
The Entertainer,195,Hits of the 1970s
Even Now,204,Hits of the 1970s
Fire and Rain,208,Hits of the 1970s
The First Time Ever I Saw Your Face,209,Hits of the 1970s
Fly Like an Eagle,211,Hits of the 1970s
For All We Know,214,Hits of the 1970s
Forever in Blue Jeans,216,Hits of the 1970s
Free Bird,222,Hits of the 1970s
Garden Party,227,Hits of the 1970s
Go Away,Little Girl,235, Hits of the 1970s
Goodbye Yellow Brick Road,239,Hits of the 1970s
The Hands of Time,252,Hits of the 1970s
Happy Xmas,254,Hits of the 1970s
Haven't Got Time for the Pain,260,Hits of the 1970s
He Ain't Heavy...He’s My Brother,263,Hits of the 1970s
Heatwave,266,Hits of the 1970s
Help Me Make It Through the Night,268,Hits of the 1970s
Here Comes That Rainy Day Feeling Again,269,Hits of the 1970s
Here You Come Again,272,Hits of the 1970s
Honesty,283,Hits of the 1970s
How Sweet It Is (To Be Loved by You),293,Hits of the 1970s
I Am...I Said,296,Hits of the 1970s
I Believe In Music,300,Hits of the 1970s
I Don’t Know How to Love Him,306,Hits of the 1970s
I Feel the Earth Move,308,Hits of the 1970s
I Just Fall in Love Again,311,Hits of the 1970s
I Like Dreamin’,316,Hits of the 1970s
I Will Be In Love with You,332,Hits of the 1970s
I Write the Songs,333,Hits of the 1970s
I'll Be There,334,Hits of the 1970s
I’m Easy,342,Hits of the 1970s
If,350,Hits of the 1970s
If I Were Your Woman,356,Hits of the 1970s
Imagine,362,Hits of the 1970s
In the Navy,367,Hits of the 1970s
Island Girl,374,Hits of the 1970s
It Don’t Matter to Me,376,Hits of the 1970s
It Never Rains (In Southern California),378,Hits of the 1970s
\t Was Almost Like a Song,375,Hits of the 1970s
It’s So Easy,386,Hits of the 1970s
It’s Too Late,390,Hits of the 1970s
Jesse,393,Hits of the 1970s
The Joker,401,Hits of the 1970s
Jump Shout Boogie,400,Hits of the 1970s
Just My Imagination (Running Away with Me),403,Hits of the 1970s
Just the Way You Are,406,Hits of the 1970s
Knock Three Times,411,Hits of the 1970s
Laughter in the Rain,418,Hits of the 1970s
Let’em In,421,Hits of the 1970s
Let It Be,426,Hits of the 1970s
Let It Shine,432,Hits of the 1970s
Lido Shuffle,431,Hits of the 1970s
Listen to What the Man Said,435,Hits of the 1970s
The Loco-Motion,440,Hits of the 1970s
The Long and Winding Road,442,Hits of the 1970s
Longer,443,Hits of the 1970s
Love Will Keep Us Together,453,Hits of the 1970s
Love’s Theme,452,Hits of the 1970s
Lovin’ You,458,Hits of the 1970s
Lucille,456,Hits of the 1970s
Lucy in the Sky with Diamonds,461,Hits of the 1970s
Make It with You,465,Hits of the 1970s
Me and Bobby McGee,477,Hits of the 1970s
Midnight Blue,488,Hits of the 1970s
Mississippi Queen,492,Hits of the 1970s
Mull of Kintyre,501,Hits of the 1970s
My Eyes Adored You,506,Hits of the 1970s
My Girl Bill,508,Hits of the 1970s
My Heart Belongs to Me,510,Hits of the 1970s
My Life,513,Hits of the 1970s
My Love,514,Hits of the 1970s
My Melody of Love,516,Hits of the 1970s
My Sweet Lord,519,Hits of the 1970s
Nadia’s Theme,522,Hits of the 1970s
Never Can Say Goodbye,524,Hits of the 1970s
New World Coming,526,Hits of the 1970s
On Broadway,539,Hits of the 1970s
One Tin Soldier,549,Hits of the 1970s
Paloma Blanca,556,Hits of the 1970s
Papa Was a Rollin’ Stone,554,Hits of the 1970s
Philadelphia Freedom,560,Hits of the 1970s
Playground in My Mind,566,Hits of the 1970s
Please Mr. Postman,568,Hits of the 1970s
Put Your Hand in the Hand,578,Hits of the 1970s
Raindrops Keep Fallin’ on My Head,582,Hits of the 1970s
Ramblin’ Man,583,Hits of the 1970s
Reach Out and Touch (Somebody's Hand),585,Hits of the 1970s
Rhiannon,586,Hits of the 1970s
The Right Thing to Do,590,Hits of the 1970s
Right Time of the Night,589,Hits of the 1970s
Rock'n Me,592,Hits of the 1970s
Rocket Man,594,Hits of the 1970s
Rockin’ Robin,595,Hits of the 1970s
Sailing,604,Hits of the 1970s
Sally G,603,Hits of the 1970s
September Morn :,618,Hits of the 1970s
She’s Always a Woman,626,Hits of the 1970s
Ships,630,Hits of the 1970s
Shop Around,632,Hits of the 1970s
Silver Threads and Golden Needles,633,Hits of the 1970s
Smile a Little Smile for Me,643,Hits of the 1970s
Snowbird,645,Hits of the 1970s
So Far Away,648,Hits of the 1970s
Solitaire,650,Hits of the 1970s
Some Guys Have All the Luck,647,Hits of the 1970s
Sometimes When We Touch,657,Hits of the 1970s
Song Sung Blue,661,Hits of the 1970s
Sorry Seems to Be the Hardest Word,663,Hits of the 1970s
Southern Nights,666,Hits of the 1970s
Stoney End,678,Hits of the 1970s
Sultans of Swing,686,Hits of the 1970s
Summer Rain,687,Hits of the 1970s
Superstar,690,Hits of the 1970s
Superstar,692,Hits of the 1970s
Take the Money and Run,710,Hits of the 1970s
Takin’ Care of Business,712,Hits of the 1970s
That's the Way I've Always Heard It Should Be,721,Hits of the 1970s
There’s a Kind of Hush (All Over the World),732,Hits of the 1970s
This Masquerade,736,Hits of the 1970s
This One's for You,733,Hits of the 1970s
Three Times a Lady,737,Hits of the 1970s
Tonight's the Night (Gonna Be Alright),749,Hits of the 1970s
Torn Between Two Lovers,754,Hits of the 1970s
Touch Me in the Morning,752,Hits of the 1970s
Tubular Bells,760,Hits of the 1970s
Up on the Roof,769,Hits of the 1970s
Vincent (Starry Starry Night),774,Hits of the 1970s
The Way We Were,782,Hits of the 1970s
We Are the Champions,783,Hits of the 1970s
We Will Rock You,785,Hits of the 1970s
What Have They Done to My Song,Ma?,794, Hits of the 1970s
What's Going On,798,Hits of the 1970s
When I Need You,800,Hits of the 1970s
Why Me?,815,Hits of the 1970s
With a Little Luck,822,Hits of the 1970s
Y.M.C.A.,837,Hits of the 1970s
Year of the Cat,833,Hits of the 1970s
You Are Beautiful,838,Hits of the 1970s
You Belong to Me,840,Hits of the 1970s
You Decorated My Life,841,Hits of the 1970s
You Don't Bring Me Flowers,852,Hits of the 1970s
You're So Vain,848,Hits of the 1970s
You've Got a Friend,853,Hits of the 1970s
Your Song,859,Hits of the 1970s
Abracadabra,22,Hits of the 1980s
All Night Long,36,Hits of the 1980s
All Those Years Ago,38,Hits of the 1980s
Alone,40,Hits of the 1980s
Angel of the Morning,50,Hits of the 1980s
Another One Bites the Dust,52,Hits of the 1980s
Axel F,63,Hits of the 1980s
Blue Eyes,94,Hits of the 1980s
Boogie Down,102,Hits of the 1980s
The Boy from New York City,103,Hits of the 1980s
Careless Whisper,124,Hits of the 1980s
Chariots of Fire,129,Hits of the 1980s
Could I Have This Dance,147,Hits of the 1980s
Daydream Believer,166,Hits of the 1980s
Don't Know Much,182,Hits of the 1980s
Don't Worry,Be Happy,188, Hits of the 1980s
Earth Angel,200,Hits of the 1980s
Ebony and Ivory,196,Hits of the 1980s
Eternal Flame,201,Hits of the 1980s
Eye in the Sky,205,Hits of the 1980s
Friends & Lovers,221,Hits of the 1980s
From a Distance,224,Hits of the 1980s
Gloria,232,Hits of the 1980s
Got My Mind Set on You,240,Hits of the 1980s
Theme from 'The Greatest American Hero',244,Hits of the 1980s
A Groovy Kind of Love,248,Hits of the 1980s
Hard Habit to Break,256,Hits of the 1980s
Hard to Say I’m Sorry,257,Hits of the 1980s
Hello Again,265,Hits of the 1980s
Hill Street Blues Theme,277,Hits of the 1980s
Hit Me with Your Best Shot,279,Hits of the 1980s
Hot Rod Hearts,287,Hits of the 1980s
How Am I Supposed to Live without You,290,Hits of the 1980s
I Believe In You,297,Hits of the 1980s
I Guess That’s Why They Call It the Blues,309,Hits of the 1980s
I Heard it through the Grapevine,312,Hits of the 1980s
I Love Rock ’n Roll,318,Hits of the 1980s
I Was Country When Country Wasn't Cool,325,Hits of the 1980s
I Wouldn't Have Missed It for the World,331,Hits of the 1980s
Iko Iko,360,Hits of the 1980s
It’s Still Rock and Roll to Me,387,Hits of the 1980s
Jesse,396,Hits of the 1980s
Just Once,404,Hits of the 1980s
Leader of the Band,416,Hits of the 1980s
Leather and Lace,420,Hits of the 1980s
The Loco-Motion,440,Hits of the 1980s
Look What You've Done to Me,444,Hits of the 1980s
Lost in the Fifties Tonight,447,Hits of the 1980s
Love on the Rocks,450,Hits of the 1980s
Miami Vice,482,Hits of the 1980s
Mister Sandman,490,Hits of the 1980s
Money for Nothing,495,Hits of the 1980s
Nightshift,529,Hits of the 1980s
On the Wings of a Nightingale,541,Hits of the 1980s
Physical,563,Hits of the 1980s
The Power of Love,571,Hits of the 1980s
Red,Red Wine,584, Hits of the 1980s
Rhythm of the Night,588,Hits of the 1980s
Romeo and Juliet,596,Hits of the 1980s
Sad Songs (Say So Much),606,Hits of the 1980s
St. Elsewhere,665,Hits of the 1980s
Same Old Lang Syne,608,Hits of the 1980s
Sara,610,Hits of the 1980s
Saving All My Love for You,611,Hits of the 1980s
Say You,Say Me,612, Hits of the 1980s
Sea of Love,615,Hits of the 1980s
Share Your Love with Me,623,Hits of the 1980s
She Works Hard for the Money,628,Hits of the 1980s
Silhouette,634,Hits of the 1980s
Smooth Operator,644,Hits of the 1980s
Some Guys Have All the Luck,647,Hits of the 1980s
Songbird,662,Hits of the 1980s
Stand Back,673,Hits of the 1980s
Sukiyaki,684,Hits of the 1980s
Sweet Love,702,Hits of the 1980s
These Dreams,728,Hits of the 1980s
Through the Years,738,Hits of the 1980s
Time,744,Hits of the 1980s
To All the Girls I’ve Loved Before,744,Hits of the 1980s
To Love a Child,746,Hits of the 1980s
Tonight I Celebrate My Love,747,Hits of the 1980s
True Colors,755,Hits of the 1980s
Truly,757,Hits of the 1980s
Under the Sea,766,Hits of the 1980s
Uptown Girl,772,Hits of the 1980s
Wake Me Up before You Go- Go,776,Hits of the 1980s
Walk of Life,777,Hits of the 1980s
Watching the Wheels,780,Hits of the 1980s
We're In This Love Together,788,Hits of the 1980s
What a Wonderful World,791,Hits of the 1980s
What Kind of Fool,796,Hits of the 1980s
What's Forever For,795,Hits of the 1980s
What's Going On,798,Hits of the 1980s
Where Do Broken Hearts Go,806,Hits of the 1980s
Who Can It Be Now?,810,Hits of the 1980s
Will You Still Love Me,818,Hits of the 1980s
Woman,825,Hits of the 1980s
Yesterday's Songs,836,Hits of the 1980s
You Can Do Magic,844,Hits of the 1980s
You Can't Hurry Love,842,Hits of the 1980s
You're the Inspiration,850,Hits of the 1980s
Young Love,858,Hits of the 1980s
All for Love,34,Hits of the 1990s
Always,44,Hits of the 1990s
Beautiful in My Eyes,79,Hits of the 1990s
Believe,80,Hits of the 1990s
Bohemian Rhapsody,98,Hits of the 1990s
Can You Feel the Love Tonight,118,Hits of the 1990s
Circle of Life,134,Hits of the 1990s
Colors of the Wind,140,Hits of the 1990s
The Colour of My Love,142,Hits of the 1990s
Don’t Let the Sun Go Down on Me,186,Hits of the 1990s
Fly Like an Eagle,211,Hits of the 1990s
Forever in Love,217,Hits of the 1990s
God Help the Outcasts,234,Hits of the 1990s
Hard to Say I’m Sorry,257,Hits of the 1990s
Hero,271,Hits of the 1990s
Hold My Hand,280,Hits of the 1990s
I Believe,298,Hits of the 1990s
I Can Love You Like That,301,Hits of the 1990s
I'll Be There,334,Hits of the 1990s
If I Never Knew You,352,Hits of the 1990s
The Keeper of the Stars,409,Hits of the 1990s
Letters Never Sent,430,Hits of the 1990s
Lullabye (Goodnight,My Angel),466, Hits of the 1990s
Ordinary Miracles,552,Hits of the 1990s
The Preacher,572,Hits of the 1990s
Someday,652,Hits of the 1990s
Unchained Melody,768,Hits of the 1990s
Amapola,45,Latin
And I Love Her,48,Latin
Anema E Core,49,Latin
The Banana Boat Song,73,Latin
Biame It on the Bossa Nova,91,Latin
Bossa Nova Baby,101,Latin
The Breeze and I,106,Latin
Chiquita Banana,133,Latin
Copacabana (At the Copa),148,Latin
Dindi,174,Latin
The Gift!,230,Latin
The Girl from Ipanema,231,Latin
Guantanamera,248,Latin
How Insensitive,289,Latin
I Love Lucy,319,Latin
Little Boat,434,Latin
Mama Inez,468,Latin
Mambo Italiano,469,Latin
Mary in the Morning,474,Latin
Meditation,478,Latin
Miami Beach Rumba,481,Latin
More,499,Latin
My Shawl,518,Latin
One Note Samba,547,Latin
Our Day Will Come,550,Latin
Paloma Blanca,556,Latin
The Peanut Vendor,555,Latin
Quiet Nights of Quiet Stars,578,Latin
Red,Red Wine,584, Latin
Rhumboogie,586,Latin
Rhythm of the Night,588,Latin
Spanish Eyes,668,Latin
Summer Samba (So Nice),688,Latin
Tampico,711,Latin
Tango of Roses,714,Latin
This Masquerade,736,Latin
Under the Sea,766,Latin
Vaya Con Dios,771,Latin
Wave,781,Latin
Yours,860,Latin
Anchors Aweigh,47,Marches and Polkas
I Ain't Down Yet,295,Marches and Polkas
It's a Long,Long Way to Tipperary,381, Marches and Polkas
It's a Small World,382,Marches and Polkas
Just Because,402,Marches and Polkas
Mickey Mouse March,485,Marches and Polkas
My Melody of Love,516,Marches and Polkas
Notre Dame Victory March,532,Marches and Polkas
On Wisconsin!,542,Marches and Polkas
Over There,551,Marches and Polkas
Pass Me By,557,Marches and Polkas
Rambling Wreck from Georgia Tech,584,Marches and Polkas
Row,Row, Row,599, Marches and Polkas
Seventy Six Trombones,621,Marches and Polkas
Ta-Ra-Ra-Boom-Der-E,705,Marches and Polkas
This Is My Country,729,Marches and Polkas
Thumbelina,740,Marches and Polkas
Tic-Tock Polka,739,Marches and Polkas
The Unbirthday Song,763,Marches and Polkas
We Need a Little Christmas,784,Marches and Polkas
What Do You Do in the Infantry,793,Marches and Polkas
Yellow Submarine,834,Marches and Polkas
Airport Love Theme—Airport,32,Movie and TV Themes
Alice in Wonderland—Alice in Wonderland,32,Movie and TV Themes
All for Love—The Three Musketeers,34,Movie and TV Themes
Anywhere I Wander—Hans Christian Andersen,56,Movie and TV Themes
Around the World—Around the World in Eighty Days,61,Movie and TV Themes
Axel F—Beverly Hills Cop,63,Movie and TV Themes
Baby,It’s Cold Outside— Neptune’s Daughter,70, Movie and TV Themes
The Ballad of Davy Crockett—Davy Crockett,73,Movie and TV Themes
Bandstand Boogie— American Bandstand,76,Movie and TV Themes
Bibbidi-Bobbidi-Boo— Cinderella,86,Movie and TV Themes
Born Free—Born Free,104,Movie and TV Themes
Bugler's Dream (Olympic Fanfare)—Olympics,109,Movie and TV Themes
Can You Feel the Love Tonight—The Lion King,118,Movie and TV Themes
Candle on the Water—Pete’s Dragon,121,Movie and TV Themes
The Candy Man—Willie Wonka and the Chocolate Factory,123,Movie and TV Themes
Chariots of Fire—Chariots of Fire,129,Movie and TV Themes
Chim Chim Cher-ee—Mary Poppins,132,Movie and TV Themes
Circle of Life—The Lion King,134,Movie and TV Themes
Colors of the Wind— Pocahontas,140,Movie and TV Themes
The Continental—The Gay Divorcee,146,Movie and TV Themes
Do You Know Where You're Going To?—Mahogany,176,Movie and TV Themes
A Dream Is a Wish Your Heart Makes—Cinderella,190,Movie and TV Themes
Love Theme from “Flashdance”—Flashdance,212,Movie and TV Themes
(Meet) The Flintstones— The Flintstones,212,Movie and TV Themes
Forrest Gump—Main Title— Forrest Gump,220,Movie and TV Themes
God Help the Outcasts—The Hunchback of Notre Dame,234,Movie and TV Themes
Theme from “The Greatest American Hero”—The Greatest American Hero,244,Movie and TV Themes
The Hands of Time—Brian’s Song,252,Movie and TV Themes
Hello Again—The Jazz Singer,265,Movie and TV Themes
Hill Street Blues Theme—Hill Street Blues,277,Movie and TV Themes
I Love Lucy—/ Love Lucy,319,Movie and TV Themes
I’m Easy—Nashville,342,Movie and TV Themes
I'm Late—Alice in Wonderland,344,Movie and TV Themes
If I Never Knew You— Pocahontas,352,Movie and TV Themes
The Inch Worm—Hans Christian Andersen,366,Movie and TV Themes
It Only Happens When I Dance with You—Easter Parade,380,Movie and TV Themes
Love on the Rocks—The Jazz Singer,450,Movie and TV Themes
Miami Vice—Miami Vice,482,Movie and TV Themes
Mickey Mouse March—The Mickey Mouse Club,485,Movie and TV Themes
Midnight Cowboy—Midnight Cowboy,484,Movie and TV Themes
More—Mondo Cane,499,Movie and TV Themes
The Muppet Show Theme— The Muppet Show,502,Movie and TV Themes
Nadia’s Theme—The Young and the Restless,522,Movie and TV Themes
Never on Sunday—Never on Sunday,525,Movie and TV Themes
No Two People—Hans Christian Andersen,531,Movie and TV Themes
On Golden Pond—On Golden Pond,540,Movie and TV Themes
The Rainbow Connection— The Muppet Movie,580,Movie and TV Themes
Raindrops Keep Fallin’ on My Head—Butch Cassidy and the Sundance Kid,582,Movie and TV Themes
St. Elsewhere—St. Elsewhere,665,Movie and TV Themes
Theme from “Schindler's List’—Schindler’s List,613,Movie and TV Themes
Someday—The Hunchback of Notre Dame .,652,Movie and TV Themes
Somewhere in Time— Somewhere in Time,658,Movie and TV Themes
Somewhere,My Love— Doctor Zhivago,660, Movie and TV Themes
A Spoonful of Sugar—Mary Poppins,668,Movie and TV Themes
Tammy—Tammy and the Bachelor,713,Movie and TV Themes
Thoroughly Modern Millie— Thoroughly Modern Millie,734,Movie and TV Themes
Thumbelina—Hans Christian Andersen,740,Movie and TV Themes
To Sir,with Love—To Sir, with Love,748, Movie and TV Themes
Too Late Now—Royal Wedding,750,Movie and TV Themes
Tubular Bells—The Exorcist,760,Movie and TV Themes
The Unbirthday Song—Alice in Wonderland,763,Movie and TV Themes
Under the Sea—The Little Mermaid,766,Movie and TV Themes
The Way We Were—The Way We Were,782,Movie and TV Themes
Where Is Your Heart—Moulin Rouge,805,Movie and TV Themes
Wonderful Copenhagen— Hans Christian Andersen,826,Movie and TV Themes
Woody Woodpecker—Woody Woodpecker,828,Movie and TV Themes
Zip-A-Dee-Doo-Dah—Song of the South,860,Movie and TV Themes
Aba Daba Honeymoon,23,Novelty Songs
Ac-cent-tchu-ate the Positive,25,Novelty Songs
Alley Cat,39,Novelty Songs
Along Came Jones,43,Novelty Songs
The Banana Boat Song,73,Novelty Songs
Barbara Ann,74,Novelty Songs
Be My Little Baby Bumblebee,80,Novelty Songs
The Candy Man,123,Novelty Songs
Chiquita Banana,133,Novelty Songs
Civilization (Bongo,Bongo, Bongo),138, Novelty Songs
Do Wah Diddy Diddy,173,Novelty Songs
